"","location","measure","mean","min","max","median","mean_rank","max_rank"
"33","Achara","Petroleum hydrocarbons",0.0130810810810811,0,0.16,0,10,10
"34","Achara","Potassium",2.98333333333333,2.1,4.2,2.6,7,10
"35","Achara","Silica (SiO2)",9.45833333333333,4.3,18.3,8.9,1,5
"36","Achara","Sodium",9.85909090909091,5.2,19.5,8.65,10,10
"37","Achara","Sulphates",25.3954545454545,12.7,47,24.45,10,10
"38","Achara","Total coliforms",5478.33333333333,170,16090,175,1,1
"39","Achara","Total dissolved salts",176.035714285714,108,254,175,10,10
"40","Achara","Total hardness",115.126666666667,78.2,161.3,113.05,9,10
"41","Achara","Total nitrogen",1.64938345864662,0,5.67,1.5,9,5
"42","Achara","Total organic carbon",2.4755,2.15,3.37,2.395,9,9
"43","Achara","Total phosphorus",0.149358208955224,0.022,0.82,0.106,3,6
"44","Achara","Water temperature",13.6294117647059,1,26,13,7,10
"45","Achara","Zinc",9.78666666666667,3,41,6,10,10
"46","Boonsri","1,2,3-Trichlorobenzene",0.001,0.001,0.001,0.001,2,2
"47","Boonsri","1,2,4-Trichlorobenzene",0.001,0.001,0.001,0.001,2,2
"48","Boonsri","Acenaphthene",0.00360033333333333,0.003,0.03126,0.003,1,1
"49","Boonsri","Acenaphthylene",0.004,0.004,0.004,0.004,2,2
"50","Boonsri","AGOC-3A",3.95245054945055,0.002,226.904,0.283,1,1
"51","Boonsri","Alachlor",0.186088888888889,0,0.86,0.146,1,1
"52","Boonsri","Aldrin",0.0405861904761905,0,0.365,0.0145,5,4
"53","Boonsri","alpha-Hexachlorocyclohexane",0.0193311688311688,0,0.145,0.005,4,5
"54","Boonsri","Ammonium",0.227492725409836,0,3.986,0.17,9,5
"55","Boonsri","Anionic active surfactants",0.065812030075188,0,0.333,0.05,5,7
"56","Boonsri","Anthracene",0.00652446666666667,0.005,0.02402,0.005,7,1
"57","Boonsri","AOX",12.9301369863014,0,54,14.55,2,1
"58","Boonsri","Arsenic",0.403131386861314,0,3.1,0,10,3
"59","Boonsri","Atrazine",0.0741256544502618,0,0.542,0,7,2
"60","Boonsri","Benzo(a)anthracene",0.00364533333333333,0.0035,0.00612,0.0035,1,1
"61","Boonsri","Benzo(a)pyrene",0.00752366666666667,0.0075,0.00892,0.0075,1,1
"62","Boonsri","Benzo(b)fluoranthene",0.00782533333333333,0.0075,0.01992,0.0075,2,2
"63","Boonsri","Benzo(k)fluoranthene",0.00752066666666667,0.0075,0.00874,0.0075,1,1
"64","Boonsri","beta-Hexaxchlorocyclohexane",0.0599768786127168,0,0.347,0.036,2,4
"65","Boonsri","Bicarbonates",181.920444707933,115.9,321.8,178.985,5,4
"66","Boonsri","Biochemical Oxygen",2.47349889624724,0,7.4,2.22,6,6
"67","Boonsri","Cadmium",2.45119571061644,0,148.3,0.71,1,1
"68","Boonsri","Calcium",49.1609385932793,1,87.25,49.2,9,6
"69","Boonsri","Cesium",0.0476190476190476,0,1,0,1,1
"70","Boonsri","Chemical Oxygen Demand (Cr)",9.95530429447853,0,27.6,9.783,9,9
"71","Boonsri","Chemical Oxygen Demand (Mn)",4.00353558926488,1.28,13.2,3.7,9,7
"72","Boonsri","Chlorides",20.4945086061998,5.36,55.39,20.19,9,9
"73","Boonsri","Chlorodinine",0.18132967032967,0.004,0.3,0.231,2,3
"74","Boonsri","Chromium",4.41476202321725,0,65.3,1.84,8,7
"75","Boonsri","Chrysene",0.003,0.003,0.003,0.003,2,2
"76","Boonsri","Copper",10.349373755814,0,88.6,6.1645,7,7
"77","Boonsri","Dieldrin",0.0539220779220779,0,0.612,0.005,2,1
"78","Boonsri","Dissolved oxygen",8.75868778280543,3.9,14.11,8.62,8,7
"79","Boonsri","Dissolved silicates",3.76091954022989,1.9,8.3,3.1,5,5
"80","Boonsri","Endosulfan (alpha)",0.070703947368421,0,0.923,0.014,1,1
"81","Boonsri","Endosulfan (beta)",0.0541804511278196,0,0.632,0.016,2,1
"82","Boonsri","Endrin",0.0654748858447489,0,0.841,0.005,5,3
"83","Boonsri","Fecal coliforms",0.440616268980477,0,23,0.22,7,7
"84","Boonsri","Fecal streptococci ",0.0515800959232614,0,4.5,0.017,6,6
"85","Boonsri","Fluoranthene",0.00461233333333333,0.0045,0.00852,0.0045,1,1
"86","Boonsri","Fluorene",0.005,0.005,0.005,0.005,2,2
"87","Boonsri","gamma-Hexachlorocyclohexane",0.028532319391635,0,0.88,0.01,6,3
"88","Boonsri","Heptachlor",0.00802027027027027,0,0.093,0.005,3,3
"89","Boonsri","Heptachloroepoxide",0.00779032258064516,0,0.236,0.005,2,1
"90","Boonsri","Hexachlorobenzene",0.00923333333333333,0.001,0.02,0.001,2,2
"91","Boonsri","Inorganic nitrogen",1.28,1.28,1.28,1.28,4,4
"92","Boonsri","Iron",0.58572052173913,0,30.25,0.32,8,7
"93","Boonsri","Isodrin",0.0114,0.001,0.025,0.001,7,2
"94","Boonsri","Lead",8.45845151858108,0,181.1,4.1615,5,2
"95","Boonsri","Macrozoobenthos",1.79487288135593,0,2.24,1.9,10,10
"96","Boonsri","Magnesium",14.3871180486111,3.7,61.23,12.61,8,7
"97","Boonsri","Manganese",0.309835418875928,0,232,0.038,8,7
"98","Boonsri","Mercury",0.0613367647058824,0,1.109,0.025,3,2
"99","Boonsri","Methoxychlor",0.045,0.005,0.137,0.019,2,1
"100","Boonsri","Methylosmoline",0.271857142857143,0.001,4.406,0.288,4,3
"101","Boonsri","Metolachlor",0.052752,0,0.671,0.027,1,1
"102","Boonsri","Naphthalene",0.010828,0.01,0.05922,0.01,5,1
"103","Boonsri","Nickel",3.22721097560976,0,32,2.137,7,7
"104","Boonsri","Nitrates",1.18436342213115,0.09,3.81,1.0845,9,6
"105","Boonsri","Nitrites",0.0293801229508197,0,0.813,0.022,8,4
"106","Boonsri","Organic nitrogen",1.5525,1.34,1.68,1.595,2,3
"107","Boonsri","Orthophosphate-phosphorus",0.0828004098360656,0,0.98,0.0605,4,2
"108","Boonsri","Oxygen saturation",86.1742857321429,50.57,198.1,87.195,5,2
"109","Boonsri","p,p-DDD",0.0963229813664596,0,0.857,0.046,2,2
"110","Boonsri","p,p-DDE",0.0300114285714286,0,0.234,0.015,3,5
"111","Boonsri","p,p-DDT",0.0267185138004246,0,1.85,0.0022,7,3
"112","Boonsri","PAHs",9.3,9.3,9.3,9.3,2,2
"113","Boonsri","PCB 101",0.00113833333333333,0.001,0.00756,0.001,6,1
"114","Boonsri","PCB 138",0.00203166666666667,0.002,0.00295,0.002,1,1
"115","Boonsri","PCB 153",0.002,0.002,0.002,0.002,1,7
"116","Boonsri","PCB 180",0.002101,0.002,0.00806,0.002,2,1
"117","Boonsri","Pentachlorobenzene",0.001,0.001,0.001,0.001,7,7
"118","Boonsri","Petroleum hydrocarbons",0.267892307692308,0,9.411,0,6,6
"119","Boonsri","Phenanthrene",0.005,0.005,0.005,0.005,7,7
"120","Boonsri","Potassium",2.62417654808959,1,4.4,3,10,9
"121","Boonsri","Pyrene",0.002594,0.001,0.00588,0.003,2,2
"122","Boonsri","Silica (SiO2)",7.05485784313726,0.417,18.15,6.908,5,6
"123","Boonsri","Simazine",0.142233009708738,0.005,0.742,0.094,2,1
"124","Boonsri","Sodium",16.7476041666667,6.7,31,16,9,9
"125","Boonsri","Sulfides",0.1,0.1,0.1,0.1,2,7
"126","Boonsri","Sulphates",37.8046941918605,3.4,106.8,36.145,6,7
"127","Boonsri","Tetrachloromethane",0.260087912087912,0.025,3.311,0.25,1,1
"128","Boonsri","Total coliforms",5.82576291913215,0,320,2.8,7,7
"129","Boonsri","Total dissolved phosphorus",0.0570578512396694,0.01,0.202,0.05,6,2
"130","Boonsri","Total dissolved salts",246.534270650264,160,2330,240,9,1
"131","Boonsri","Total extractable matter",0.077037037037037,0,0.17,0.07,7,7
"132","Boonsri","Total hardness",106.310191909789,3.06,301,104.16,10,5
"133","Boonsri","Total nitrogen",1.52201762114537,0.726,3.19,1.434,10,10
"134","Boonsri","Total organic carbon",3.18024817518248,1.001,6.822,3.005,8,8
"135","Boonsri","Total phosphorus",0.125796555323591,0,1.2,0.1,5,4
"136","Boonsri","Water temperature",14.0755081310976,0.2,29.5,14,5,5
"137","Boonsri","Zinc",44.8265395730706,0,950.7,28,4,2
"138","Busarakhan","AGOC-3A",0.493096774193548,0.006,5.813,0.28,3,3
"139","Busarakhan","Alachlor",0.0949285714285714,0,0.475,0.07,6,6
"140","Busarakhan","Aldrin",0.0456857142857143,0,0.336,0.017,3,5
"141","Busarakhan","alpha-Hexachlorocyclohexane",0.0399375,0,0.529,0.005,1,1
"142","Busarakhan","Aluminium",141.04,50.4,520,111,3,3
"143","Busarakhan","Ammonium",0.366297132867133,0,4.54,0.211,4,4
"144","Busarakhan","Anionic active surfactants",0.077402,0,0.39,0.08,3,6
"145","Busarakhan","Anthracene",0.009,0.0075,0.0105,0.009,1,4
"146","Busarakhan","AOX",7.96666666666667,0,29.5,0,4,4
"147","Busarakhan","Arsenic",1.10182692307692,0,2.227,1.2,7,10
"148","Busarakhan","Atrazine",0.156219512195122,0,0.5,0.05,1,7
"149","Busarakhan","Barium",37,12,70,33,2,4
"150","Busarakhan","Benzo(a)anthracene",0,0,0,0,8,8
"151","Busarakhan","Benzo(a)pyrene",0.000333333333333333,0,0.001,0,7,8
"152","Busarakhan","Benzo(b)fluoranthene",0.000333333333333333,0,0.001,0,7,8
"153","Busarakhan","Benzo(g,h,i)perylene",0.003,0.001,0.004,0.004,3,5
"154","Busarakhan","Benzo(k)fluoranthene",0.000333333333333333,0,0.001,0,7,8
"155","Busarakhan","Berilium",0,0,0,0,5,5
"156","Busarakhan","beta-Hexaxchlorocyclohexane",0.0633823529411765,0.005,0.413,0.024,1,3
"157","Busarakhan","Bicarbonates",210.320655614754,73.2,392.1,209.3,3,1
"158","Busarakhan","Biochemical Oxygen",2.95354838709677,0,9.84,2.6,5,5
"159","Busarakhan","Boron",33.5,29,38,33.5,4,4
"160","Busarakhan","Cadmium",1.33586484848485,0,43,0.422,4,3
"161","Busarakhan","Calcium",61.5435813860465,12.06,153.2,58.4,3,1
"162","Busarakhan","Carbonates",16.3528571428571,6.28,28.2,18.55,5,5
"163","Busarakhan","Cesium",0,0,0,0,7,7
"164","Busarakhan","Chemical Oxygen Demand (Cr)",31.51625,0,74.88,29.37,3,6
"165","Busarakhan","Chemical Oxygen Demand (Mn)",5.72589108910891,2,27,5.1,5,4
"166","Busarakhan","Chlorides",58.5962325534884,20.3,186.7,53.2,4,5
"167","Busarakhan","Chlorodinine",0.176290322580645,0.01,0.297,0.24,4,7
"168","Busarakhan","Chromium",7.21787898089172,0.05,84.4,3.15,4,4
"169","Busarakhan","Copper",14.3389872611465,0.05,98,10.53,3,6
"170","Busarakhan","Cyanides",0.00241785714285714,0,0.0051,0.002,6,5
"171","Busarakhan","Dieldrin",0.0523235294117647,0,0.312,0.005,3,6
"172","Busarakhan","Dissolved organic carbon",8.12,8.12,8.12,8.12,1,1
"173","Busarakhan","Dissolved oxygen",8.67991007194245,0,15.4,8.385,9,2
"174","Busarakhan","Dissolved silicates",2.8805,1.02,5,2.8,7,7
"175","Busarakhan","Endosulfan (alpha)",0.0568,0,0.451,0.005,3,4
"176","Busarakhan","Endosulfan (beta)",0.0625172413793103,0,0.482,0.005,1,4
"177","Busarakhan","Endrin",0.0754117647058824,0,0.65,0.005,3,4
"178","Busarakhan","Fecal coliforms",12.0992422535211,0,240,0.2,3,4
"179","Busarakhan","Fecal streptococci ",1.2690328125,0,24,0.02,3,3
"180","Busarakhan","Fluoranthene",0.00366666666666667,0.001,0.005,0.005,6,8
"181","Busarakhan","gamma-Hexachlorocyclohexane",0.0357152317880795,0,0.43,0.011,1,7
"182","Busarakhan","Heptachlor",0.0089,0,0.065,0.005,1,5
"183","Busarakhan","Heptachloroepoxide",0.00346153846153846,0,0.005,0.005,7,7
"184","Busarakhan","Hexachlorobenzene",0.0055,0.0055,0.0055,0.0055,7,7
"185","Busarakhan","Indeno(1,2,3-c,d)pyrene",0.003,0.001,0.004,0.004,4,6
"186","Busarakhan","Iron",147.383487162162,0,21665.84,0.6675,3,5
"187","Busarakhan","Isodrin",0.015,0.015,0.015,0.015,5,7
"188","Busarakhan","Lead",10.1022818060606,0.05,66,4.841,3,8
"189","Busarakhan","Macrozoobenthos",2.12344444444444,0,2.5,2.12,6,7
"190","Busarakhan","Magnesium",27.3162844174312,7.05,73.93,25.335,1,3
"191","Busarakhan","Manganese",15.4700505050505,0,906,0.05,1,4
"192","Busarakhan","Mercury",0.0507967032967033,0,0.4,0.047,5,7
"193","Busarakhan","Methoxychlor",0.041,0.041,0.041,0.041,4,5
"194","Busarakhan","Methylosmoline",0.198709677419355,0.004,0.342,0.293,7,7
"195","Busarakhan","Metolachlor",0.0313703703703704,0,0.133,0.015,6,7
"196","Busarakhan","Naphthalene",0.01,0.01,0.01,0.01,7,7
"197","Busarakhan","Nickel",4.24463543307087,0,45.3,2.12,4,6
"198","Busarakhan","Nitrates",1.71235541958042,0,11.5,1.559135,4,2
"199","Busarakhan","Nitrites",0.0350304895104895,0,0.217,0.026,5,7
"200","Busarakhan","Orthophosphate-phosphorus",0.0449171328671329,0,0.331,0.037,5,7
"201","Busarakhan","Oxygen saturation",81.1932557325581,22.4,106.74,84.13,9,9
"202","Busarakhan","p,p-DDD",0.116058823529412,0.005,0.688,0.029,1,3
"203","Busarakhan","p,p-DDE",0.0356176470588235,0,0.242,0.01,1,4
"204","Busarakhan","p,p-DDT",0.0514715447154472,0,1.86,0.01,3,2
"205","Busarakhan","PAHs",6.45,6.45,6.45,6.45,5,5
"206","Busarakhan","PCB 101",0.00166666666666667,0.001,0.002,0.002,3,6
"207","Busarakhan","PCB 118",0.002,0.002,0.002,0.002,5,5
"208","Busarakhan","PCB 138",0.00166666666666667,0.001,0.002,0.002,5,7
"209","Busarakhan","PCB 153",0.00166666666666667,0.001,0.002,0.002,5,6
"210","Busarakhan","PCB 180",0.00166666666666667,0.001,0.002,0.002,5,7
"211","Busarakhan","PCB 28",0.001,0.001,0.001,0.001,6,6
"212","Busarakhan","PCB 52",0.001,0.001,0.001,0.001,6,6
"213","Busarakhan","Pentachlorobenzene",0.004,0.004,0.004,0.004,5,5
"214","Busarakhan","Petroleum hydrocarbons",0.972710526315789,0,12,0.027,5,5
"215","Busarakhan","Phenanthrene",0.005,0.005,0.005,0.005,6,6
"216","Busarakhan","Potassium",5.04593406593407,1.2,14.5,3.9,3,5
"217","Busarakhan","Selenium",0.551625,0.04,2.4,0.13,4,2
"218","Busarakhan","Silica (SiO2)",6.50232142857143,1.089,16.6,6.388,8,8
"219","Busarakhan","Simazine",0.110333333333333,0.007,0.37,0.06,4,6
"220","Busarakhan","Sodium",36.5581318681319,16.8,99.8,29.8,4,4
"221","Busarakhan","Sulfides",0.0636086956521739,0.012,0.1,0.1,4,6
"222","Busarakhan","Sulphates",84.7143452678571,27,230.6,77.42,2,1
"223","Busarakhan","Tetrachloromethane",0.162903225806452,0.025,0.25,0.25,7,7
"224","Busarakhan","Total coliforms",24.1618486842105,0,780,1.75,5,5
"225","Busarakhan","Total dissolved phosphorus",0.06768,0.016,0.197,0.0585,4,4
"226","Busarakhan","Total dissolved salts",445.668874172185,237,1019,423,3,4
"227","Busarakhan","Total extractable matter",1.02783333333333,0.08,5.8,0.2,5,5
"228","Busarakhan","Total hardness",180.452769252747,11.7,368.74,168,3,3
"229","Busarakhan","Total nitrogen",2.10113265306122,0.675,5.23,2.005,6,6
"230","Busarakhan","Total organic carbon",6.90384615384615,4.11,19.2,5.15,2,2
"231","Busarakhan","Total phosphorus",0.0970018248175182,0,0.782,0.078,8,7
"232","Busarakhan","Trifluralin",0.1,0.1,0.1,0.1,5,5
"233","Busarakhan","Water temperature",13.5856183745583,0,30,13,9,4
"234","Busarakhan","Zinc",37.6071518987342,0,380,26.5,5,8
"235","Chai","AGOC-3A",0.667153846153846,0.004,6.865,0.2925,2,2
"236","Chai","Alachlor",0.113486486486486,0,0.496,0.0695,5,5
"237","Chai","Aldrin",0.0382342857142857,0,0.428,0.012,6,2
"238","Chai","alpha-Hexachlorocyclohexane",0.0196467065868263,0,0.339,0.005,3,3
"239","Chai","Aluminium",158.366666666667,33.1,790,97,2,1
"240","Chai","Ammonium",0.258316820762368,0,1.78,0.188,7,9
"241","Chai","Anionic active surfactants",0.0594094395280236,0,0.44,0.053,7,5
"242","Chai","Anthracene",0.00846,0.0075,0.0116,0.0075,3,3
"243","Chai","AOX",2.70444444444444,0,21,0,7,7
"244","Chai","Arsenic",0.767941176470588,0,2.5,0.895,9,8
"245","Chai","Atrazine",0.11656291913215,0,0.5,0.01,5,6
"246","Chai","Barium",25.5178571428571,12.2,48,21,5,5
"247","Chai","Benzo(a)anthracene",0,0,0,0,7,7
"248","Chai","Benzo(a)pyrene",0.000285714285714286,0,0.001,0,8,7
"249","Chai","Benzo(b)fluoranthene",0.000285714285714286,0,0.001,0,8,7
"250","Chai","Benzo(g,h,i)perylene",0.00314285714285714,0.001,0.004,0.004,2,4
"251","Chai","Benzo(k)fluoranthene",0.000285714285714286,0,0.001,0,8,7
"252","Chai","Berilium",0,0,0,0,4,4
"253","Chai","beta-Hexaxchlorocyclohexane",0.0440574712643678,0,0.299,0.0255,6,5
"254","Chai","Bicarbonates",168.842639800895,53.6,248.9,171,8,9
"255","Chai","Biochemical Oxygen",2.28509337860781,0,7.3,2.1,9,7
"256","Chai","Boron",39.6666666666667,35,43,41,1,1
"257","Chai","Cadmium",0.838927113702624,0,17.6,0.34,7,7
"258","Chai","Calcium",51.9520277805556,17.8,81,52,8,8
"259","Chai","Carbonates",25.4800006666667,6.12,47.400002,23.4,4,4
"260","Chai","Cesium",0,0,0,0,6,6
"261","Chai","Chemical Oxygen Demand (Cr)",23.4816729088639,0,89,23.4,5,4
"262","Chai","Chemical Oxygen Demand (Mn)",4.04043530834341,1.6,11.89,3.59,8,8
"263","Chai","Chlorides",32.282362412844,13.68,85.2,31.55,7,7
"264","Chai","Chlorodinine",0.177605769230769,0,0.3,0.227,3,2
"265","Chai","Chromium",5.38576112462908,0,76.9,2.6755,7,6
"266","Chai","Copper",14.0881210807175,0,283.600006,8.079,4,2
"267","Chai","Cyanides",0.00257708333333333,0.002,0.004,0.002,4,6
"268","Chai","Dieldrin",0.0299813664596273,0,0.516,0.005,6,4
"269","Chai","Dissolved oxygen",8.97361728395062,0,15.2,8.9,3,3
"270","Chai","Dissolved silicates",2.43641975308642,0.8,4.61,2.38,10,8
"271","Chai","Endosulfan (alpha)",0.04298125,0,0.624,0.005,4,2
"272","Chai","Endosulfan (beta)",0.0401948051948052,0,0.488,0.005,7,3
"273","Chai","Endrin",0.0799672131147541,0,0.919,0.005,2,2
"274","Chai","Fecal coliforms",8.27213172535211,0,350,0.215,4,2
"275","Chai","Fecal streptococci ",0.369166945606695,0,16,0.025,4,4
"276","Chai","Fluoranthene",0.00385714285714286,0.001,0.005,0.005,4,7
"277","Chai","gamma-Hexachlorocyclohexane",0.0344038128249567,0,0.7,0.011,4,4
"278","Chai","Heptachlor",0.0069702380952381,0,0.103,0.005,5,2
"279","Chai","Heptachloroepoxide",0.00577862595419847,0,0.13,0.005,5,4
"280","Chai","Hexachlorobenzene",0.0055,0.0055,0.0055,0.0055,6,6
"281","Chai","Indeno(1,2,3-c,d)pyrene",0.00314285714285714,0.001,0.004,0.004,3,5
"282","Chai","Iron",59.8969003067485,0,20688.6,0.44,6,6
"283","Chai","Isodrin",0.015,0.015,0.015,0.015,4,6
"284","Chai","Lead",9.49212575683453,0,149.1,4.5,4,3
"285","Chai","Macrozoobenthos",1.98877902621723,0,20,2.04,9,3
"286","Chai","Magnesium",20.0664890765027,7,89.1,17.99,5,1
"287","Chai","Manganese",6.62118397727273,0,1910,0.033,4,1
"288","Chai","Mercury",0.0464053164556962,0,1.27,0.027,6,1
"289","Chai","Methoxychlor",0.0413333333333333,0.017,0.064,0.0425,3,3
"290","Chai","Methylosmoline",1.59072115384615,0.25,4.25,1.256,3,4
"291","Chai","Metolachlor",0.02942,0,0.179,0.017,7,6
"292","Chai","Naphthalene",0.01104,0.01,0.014,0.01,4,4
"293","Chai","Nickel",4.04061262629758,0,55.5,2.0435,5,4
"294","Chai","Nitrates",1.63539858880779,0,4.041,1.61,5,5
"295","Chai","Nitrites",0.0288624837662338,0,0.412,0.021,9,6
"296","Chai","Orthophosphate-phosphorus",0.0421298296836983,0,0.611,0.037,7,4
"297","Chai","Oxygen saturation",84.3664959282787,19.4,125,84.79,7,5
"298","Chai","p,p-DDD",0.0885418994413408,0,0.976,0.033,3,1
"299","Chai","p,p-DDE",0.0297150537634409,0,0.301,0.0135,4,1
"300","Chai","p,p-DDT",0.0385855670103093,0,0.93,0.01,5,6
"301","Chai","PAHs",6.69,6.69,6.69,6.69,3,3
"302","Chai","PCB 101",0.00171428571428571,0.001,0.002,0.002,1,5
"303","Chai","PCB 118",0.002,0.002,0.002,0.002,4,4
"304","Chai","PCB 138",0.00171428571428571,0.001,0.002,0.002,3,6
"305","Chai","PCB 153",0.00171428571428571,0.001,0.002,0.002,3,5
"306","Chai","PCB 180",0.00171428571428571,0.001,0.002,0.002,3,6
"307","Chai","PCB 28",0.001,0.001,0.001,0.001,5,5
"308","Chai","PCB 52",0.001,0.001,0.001,0.001,5,5
"309","Chai","Pentachlorobenzene",0.004,0.004,0.004,0.004,4,4
"310","Chai","Petroleum hydrocarbons",1.26121069518717,0,16,0.025,4,4
"311","Chai","Phenanthrene",0.005,0.005,0.005,0.005,5,5
"312","Chai","Potassium",2.71881756756757,1,5.8,2.6,9,8
"313","Chai","Selenium",0.380684210526316,0.03,1.4,0.061,5,5
"314","Chai","Silica (SiO2)",7.24994023904382,0.457,21.8,7.104,4,3
"315","Chai","Simazine",0.10300826446281,0.005,0.489,0.06,6,4
"316","Chai","Sodium",20.6840728476821,10.2,177.51,18.4,7,2
"317","Chai","Sulfides",0.0665897435897436,0,0.1,0.1,3,5
"318","Chai","Sulphates",33.7521647802908,10.1,126.4,30,9,5
"319","Chai","Tetrachloromethane",0.188490384615385,0.025,0.602,0.25,2,3
"320","Chai","Total coliforms",20.8557691275168,0,350,2.79,6,6
"321","Chai","Total dissolved phosphorus",0.0569545454545455,0.01,0.116,0.059,7,5
"322","Chai","Total dissolved salts",272.514124293785,129,391,270.5,8,9
"323","Chai","Total extractable matter",1.55505555555556,0.06,10.8,0.14,3,3
"324","Chai","Total hardness",137.184532580786,9.53,219.652,133,8,9
"325","Chai","Total nitrogen",2.15763912483912,0.57,4.92,2.07,5,7
"326","Chai","Total organic carbon",4.99333333333333,2.47,7.8,4.88,5,7
"327","Chai","Total phosphorus",0.0992164806866953,0.006,4.07,0.079,7,1
"328","Chai","Trifluralin",0.1,0.1,0.1,0.1,4,4
"329","Chai","Water temperature",14.0693649775497,0,32,14,6,3
"330","Chai","Zinc",31.3429515418502,0,413,20,7,7
"331","Decha","Ammonium",0.261006756756757,0,6.138,0.144,6,3
"332","Decha","Anionic active surfactants",0.013551724137931,0,0.142,0,10,9
"333","Decha","Arsenic",1.76,0.5,3.08,1.62,3,4
"334","Decha","Atrazine",0,0,0,0,10,10
"335","Decha","Bicarbonates",157.402048780488,72,262.386,147.668,9,7
"336","Decha","Biochemical Oxygen",3.61217391304348,1.1,11.2,3.6,3,4
"337","Decha","Cadmium",0.634888888888889,0,7.5,0.22,8,8
"338","Decha","Calcium",53.8187325581395,21.4,96.79,52.815,6,5
"339","Decha","Chemical Oxygen Demand (Cr)",26.2268817204301,0,69.1,24.6,4,7
"340","Decha","Chemical Oxygen Demand (Mn)",7.17273404255319,2.8,16.96,6.15,2,6
"341","Decha","Chlorides",73.723625,11.4,199.61,66.65,3,3
"342","Decha","Chromium",11.3095588235294,0,29,13,1,8
"343","Decha","Copper",8.35641509433962,0,65,4.19,8,8
"344","Decha","Cyanides",1.53338235294118,0,4.44,1.8075,1,1
"345","Decha","Dissolved oxygen",10.9123232323232,6.5,14.5,11.2,1,6
"346","Decha","Dissolved silicates",8.80213333333333,1.2,21.57,9.07,2,1
"347","Decha","gamma-Hexachlorocyclohexane",0,0,0,0,9,9
"348","Decha","Inorganic nitrogen",1.46208333333333,0.446,7.141,0.9725,3,2
"349","Decha","Iron",0.711640384615385,0,6.115,0.381,7,8
"350","Decha","Lead",8.05191489361702,0,109,1.36,6,5
"351","Decha","Macrozoobenthos",2.33,2.1,2.58,2.32,3,6
"352","Decha","Magnesium",13.0785903614458,2.6,29.36,12.51,9,9
"353","Decha","Manganese",0.423304854368932,0,4.962,0.1772,7,8
"354","Decha","Mercury",0.0197714285714286,0,0.13,0.015,9,9
"355","Decha","Nickel",2.74305769230769,0,13.23,2.01,9,9
"356","Decha","Nitrates",0.61466,0.017,1.539,0.597,10,10
"357","Decha","Nitrites",0.0213533333333333,0,0.083,0.0185,10,10
"358","Decha","Organic nitrogen",1.94870588235294,0,3.998,1.498,1,1
"359","Decha","Orthophosphate-phosphorus",0.0348493243243243,0,0.486,0.0245,10,6
"360","Decha","Oxygen saturation",99.4152830188679,58.09,141.85,101.39,1,4
"361","Decha","p,p-DDT",8e-04,0,0.0025,0,8,8
"362","Decha","Petroleum hydrocarbons",0.0774193548387097,0,0.2,0,8,9
"363","Decha","Potassium",5.29296666666667,2.57,20.79,4.235,2,2
"364","Decha","Sodium",43.680675,8,80.7,40.805,2,6
