Country,Year,fertility,life,pop_growth,population,child_mortality,child_mortality_rate,gdp,gdp_growth,region,long,lat
Afghanistan,1991,7.7,49.439,0.079626,14069854,174.2,0.1742,1022,-0.005836576,South Asia,34.023,65.5267
Afghanistan,1992,7.725,50.247,0.099661,15472076,167.8,0.1678,941,-0.07925636,South Asia,34.023,65.5267
Afghanistan,1993,7.758,51.017,0.102193,17053213,162,0.162,810,-0.139213603,South Asia,34.023,65.5267
Afghanistan,1994,7.796,51.738,0.087995,18553819,156.8,0.1568,725,-0.104938272,South Asia,34.023,65.5267
Afghanistan,1995,7.832,52.4,0.06662,19789880,152.3,0.1523,872,0.202758621,South Asia,34.023,65.5267
Afghanistan,1996,7.859,52.995,0.04523,20684982,148.6,0.1486,895,0.026376147,South Asia,34.023,65.5267
Afghanistan,1997,7.869,53.527,0.029701,21299350,145.5,0.1455,921,0.029050279,South Asia,34.023,65.5267
Afghanistan,1998,7.854,54.009,0.021264,21752257,142.6,0.1426,947,0.028230185,South Asia,34.023,65.5267
Afghanistan,1999,7.809,54.449,0.02185,22227543,139.9,0.1399,972,0.026399155,South Asia,34.023,65.5267
Afghanistan,2000,7.733,54.863,0.028287,22856302,137,0.137,962,-0.010288066,South Asia,34.023,65.5267
Afghanistan,2001,7.623,55.271,0.035924,23677385,133.8,0.1338,862,-0.103950104,South Asia,34.023,65.5267
Afghanistan,2002,7.484,55.687,0.040649,24639841,130.3,0.1303,1053,0.221577726,South Asia,34.023,65.5267
Afghanistan,2003,7.321,56.122,0.042159,25678639,126.8,0.1268,1097,0.041785375,South Asia,34.023,65.5267
Afghanistan,2004,7.136,56.583,0.039521,26693486,123.2,0.1232,1067,-0.027347311,South Asia,34.023,65.5267
Afghanistan,2005,6.93,57.071,0.034511,27614718,119.6,0.1196,1146,0.074039363,South Asia,34.023,65.5267
Afghanistan,2006,6.702,57.582,0.029197,28420974,116.3,0.1163,1173,0.023560209,South Asia,34.023,65.5267
Afghanistan,2007,6.456,58.102,0.025505,29145841,113.2,0.1132,1298,0.106564365,South Asia,34.023,65.5267
Afghanistan,2008,6.196,58.618,0.023817,29839994,110.4,0.1104,1311,0.010015408,South Asia,34.023,65.5267
Afghanistan,2009,5.928,59.124,0.024724,30577756,107.6,0.1076,1548,0.180778032,South Asia,34.023,65.5267
Afghanistan,2010,5.659,59.612,0.027274,31411743,105,0.105,1637,0.05749354,South Asia,34.023,65.5267
Afghanistan,2011,5.395,60.079,0.030133,32358260,102.3,0.1023,1695,0.035430666,South Asia,34.023,65.5267
Afghanistan,2012,5.141,60.524,0.032103,33397058,99.5,0.0995,1893,0.116814159,South Asia,34.023,65.5267
Afghanistan,2013,4.9,60.947,0.033023,34499915,96.7,0.0967,1884,-0.004754358,South Asia,34.023,65.5267
Albania,1964,5.711,65.475,#NAME?,1817098,122.67,0.12267,3023,#NAME?,Europe & Central Asia,40.654,20.076
Albania,1965,5.594,65.863,0.029082,1869942,120.09,0.12009,3129,0.035064505,Europe & Central Asia,40.654,20.076
Albania,1966,5.483,66.122,0.02837,1922993,117.56,0.11756,3242,0.036113774,Europe & Central Asia,40.654,20.076
Albania,1967,5.376,66.316,0.027638,1976140,115.09,0.11509,3359,0.036088834,Europe & Central Asia,40.654,20.076
Albania,1968,5.268,66.5,0.026908,2029314,112.67,0.11267,3475,0.034534088,Europe & Central Asia,40.654,20.076
Albania,1969,5.16,66.702,0.026196,2082474,110.3,0.1103,3587,0.032230216,Europe & Central Asia,40.654,20.076
Albania,1970,5.05,66.948,0.025511,2135599,107.98,0.10798,3712,0.034848062,Europe & Central Asia,40.654,20.076
Albania,1971,4.933,67.251,0.024841,2188650,105.71,0.10571,3849,0.036907328,Europe & Central Asia,40.654,20.076
Albania,1972,4.809,67.595,0.024204,2241623,103.49,0.10349,3988,0.036113276,Europe & Central Asia,40.654,20.076
Albania,1973,4.677,67.966,0.023624,2294578,101.31,0.10131,4174,0.04663992,Europe & Central Asia,40.654,20.076
Albania,1974,4.538,68.356,0.023111,2347607,99.18,0.09918,4177,0.000718735,Europe & Central Asia,40.654,20.076
Albania,1975,4.393,68.748,0.022659,2400801,97.1,0.0971,4178,0.000239406,Europe & Central Asia,40.654,20.076
Albania,1976,4.244,69.121,0.022265,2454255,95.06,0.09506,4182,0.000957396,Europe & Central Asia,40.654,20.076
Albania,1977,4.094,69.459,0.021909,2508026,93.06,0.09306,4188,0.00143472,Europe & Central Asia,40.654,20.076
Albania,1978,3.947,69.753,0.021569,2562121,91.1,0.0911,4194,0.001432665,Europe & Central Asia,40.654,20.076
Albania,1979,3.807,70.001,0.021236,2616530,84.7,0.0847,4201,0.001669051,Europe & Central Asia,40.654,20.076
Albania,1980,3.678,70.218,0.020932,2671300,78.6,0.0786,4218,0.004046656,Europe & Central Asia,40.654,20.076
Albania,1981,3.562,70.426,0.020113,2725029,73,0.073,4227,0.002133713,Europe & Central Asia,40.654,20.076
Albania,1982,3.46,70.646,0.019289,2777592,67.8,0.0678,4237,0.002365744,Europe & Central Asia,40.654,20.076
Albania,1983,3.372,70.886,0.019474,2831682,62.8,0.0628,4248,0.002596177,Europe & Central Asia,40.654,20.076
Albania,1984,3.297,71.144,0.020949,2891004,58.3,0.0583,4259,0.002589454,Europe & Central Asia,40.654,20.076
Albania,1985,3.233,71.398,0.022963,2957390,54.3,0.0543,4267,0.001878375,Europe & Central Asia,40.654,20.076
Albania,1986,3.177,71.615,0.025699,3033393,50.7,0.0507,4281,0.003280994,Europe & Central Asia,40.654,20.076
Albania,1987,3.126,71.77,0.027236,3116009,47.6,0.0476,4294,0.003036674,Europe & Central Asia,40.654,20.076
Albania,1988,3.075,71.853,0.025303,3194854,44.9,0.0449,4307,0.00302748,Europe & Central Asia,40.654,20.076
Albania,1989,3.023,71.87,0.019095,3255859,42.5,0.0425,4325,0.004179243,Europe & Central Asia,40.654,20.076
Albania,1990,2.97,71.842,0.010327,3289483,40.6,0.0406,4350,0.005780347,Europe & Central Asia,40.654,20.076
Albania,1991,2.917,71.799,0.000672,3291695,38.8,0.0388,3081,-0.291724138,Europe & Central Asia,40.654,20.076
Albania,1992,2.867,71.779,-0.007507,3266983,37.3,0.0373,2877,-0.066212269,Europe & Central Asia,40.654,20.076
Albania,1993,2.819,71.813,-0.012881,3224901,36,0.036,3172,0.102537365,Europe & Central Asia,40.654,20.076
Albania,1994,2.772,71.92,-0.014096,3179442,34.6,0.0346,3457,0.089848676,Europe & Central Asia,40.654,20.076
Albania,1995,2.723,72.117,-0.012059,3141102,33.2,0.0332,3941,0.140005785,Europe & Central Asia,40.654,20.076
Albania,1996,2.67,72.415,-0.009075,3112597,31.8,0.0318,4326,0.097690941,Europe & Central Asia,40.654,20.076
Albania,1997,2.611,72.796,-0.006649,3091902,30.3,0.0303,3909,-0.096393897,Europe & Central Asia,40.654,20.076
Albania,1998,2.543,73.235,-0.004161,3079037,28.9,0.0289,4434,0.134305449,Europe & Central Asia,40.654,20.076
Albania,1999,2.467,73.713,-0.00205,3072725,27.5,0.0275,4912,0.107803338,Europe & Central Asia,40.654,20.076
Albania,2000,2.383,74.2,-0.000283,3071856,26.2,0.0262,5305,0.080008143,Europe & Central Asia,40.654,20.076
Albania,2001,2.291,74.664,0.001798,3077378,24.9,0.0249,5730,0.080113101,Europe & Central Asia,40.654,20.076
Albania,2002,2.195,75.081,0.004029,3089778,23.6,0.0236,5913,0.031937173,Europe & Central Asia,40.654,20.076
Albania,2003,2.097,75.437,0.005477,3106701,22.5,0.0225,6274,0.061051919,Europe & Central Asia,40.654,20.076
Albania,2004,2.004,75.725,0.005845,3124861,21.5,0.0215,6672,0.063436404,Europe & Central Asia,40.654,20.076
Albania,2005,1.919,75.949,0.005421,3141800,20.5,0.0205,7075,0.060401679,Europe & Central Asia,40.654,20.076
Albania,2006,1.849,76.124,0.004713,3156607,19.5,0.0195,7476,0.056678445,Europe & Central Asia,40.654,20.076
Albania,2007,1.796,76.278,0.004137,3169665,18.7,0.0187,7977,0.067014446,Europe & Central Asia,40.654,20.076
Albania,2008,1.761,76.433,0.003701,3181397,17.9,0.0179,8644,0.083615394,Europe & Central Asia,40.654,20.076
Albania,2009,1.744,76.598,0.00356,3192723,17.3,0.0173,8994,0.040490514,Europe & Central Asia,40.654,20.076
Albania,2010,1.741,76.78,0.003621,3204284,16.6,0.0166,9374,0.042250389,Europe & Central Asia,40.654,20.076
Albania,2011,1.748,76.979,0.003653,3215988,16,0.016,9640,0.02837636,Europe & Central Asia,40.654,20.076
Albania,2012,1.76,77.185,0.00354,3227373,15.5,0.0155,9811,0.017738589,Europe & Central Asia,40.654,20.076
Albania,2013,1.771,77.392,0.003391,3238316,14.9,0.0149,9961,0.015288961,Europe & Central Asia,40.654,20.076
Algeria,1964,7.653,47.953,#NAME?,11654905,247.3,0.2473,5693,#NAME?,Middle East & North Africa,28.6045,2.64
Algeria,1965,7.655,48.389,0.023003,11923002,248.2,0.2482,5916,0.039170912,Middle East & North Africa,28.6045,2.64
Algeria,1966,7.657,48.806,0.025736,12229853,248.9,0.2489,5478,-0.074036511,Middle East & North Africa,28.6045,2.64
Algeria,1967,7.658,49.205,0.028028,12572629,248.9,0.2489,5811,0.060788609,Middle East & North Africa,28.6045,2.64
Algeria,1968,7.657,49.592,0.029654,12945462,248,0.248,6319,0.08742041,Middle East & North Africa,28.6045,2.64
Algeria,1969,7.652,49.976,0.030393,13338918,245.8,0.2458,6747,0.067732236,Middle East & North Africa,28.6045,2.64
Algeria,1970,7.641,50.366,0.030532,13746185,242.2,0.2422,7227,0.07114273,Middle East & North Africa,28.6045,2.64
Algeria,1971,7.622,50.767,0.030532,14165889,237.3,0.2373,6427,-0.110696001,Middle East & North Africa,28.6045,2.64
Algeria,1972,7.591,51.195,0.030691,14600659,230.9,0.2309,7556,0.175665163,Middle East & North Africa,28.6045,2.64
Algeria,1973,7.548,51.67,0.030938,15052371,223.4,0.2234,7581,0.003308629,Middle East & North Africa,28.6045,2.64
Algeria,1974,7.492,52.213,0.031342,15524137,214.9,0.2149,7812,0.030470914,Middle East & North Africa,28.6045,2.64
Algeria,1975,7.422,52.861,0.031825,16018195,205.5,0.2055,8119,0.039298515,Middle East & North Africa,28.6045,2.64
Algeria,1976,7.339,53.656,0.032159,16533323,195.7,0.1957,8400,0.034610174,Middle East & North Africa,28.6045,2.64
Algeria,1977,7.244,54.605,0.032352,17068212,185.1,0.1851,8888,0.058095238,Middle East & North Africa,28.6045,2.64
Algeria,1978,7.138,55.697,0.032607,17624756,173.9,0.1739,9730,0.094734473,Middle East & North Africa,28.6045,2.64
Algeria,1979,7.021,56.907,0.032949,18205468,161.7,0.1617,10293,0.057862282,Middle East & North Africa,28.6045,2.64
Algeria,1980,6.889,58.198,0.033272,18811199,148,0.148,10166,-0.012338482,Middle East & North Africa,28.6045,2.64
Algeria,1981,6.741,59.524,0.033556,19442423,132.6,0.1326,10160,-0.000590203,Middle East & North Africa,28.6045,2.64
Algeria,1982,6.576,60.826,0.033598,20095648,115.9,0.1159,10477,0.031200787,Middle East & North Africa,28.6045,2.64
Algeria,1983,6.392,62.051,0.033197,20762767,98.9,0.0989,10696,0.02090293,Middle East & North Africa,28.6045,2.64
Algeria,1984,6.192,63.16,0.032284,21433070,83.6,0.0836,10947,0.023466717,Middle East & North Africa,28.6045,2.64
Algeria,1985,5.976,64.12,0.031037,22098298,71.2,0.0712,11030,0.007581986,Middle East & North Africa,28.6045,2.64
Algeria,1986,5.747,64.911,0.02965,22753511,61.9,0.0619,10722,-0.027923844,Middle East & North Africa,28.6045,2.64
Algeria,1987,5.508,65.554,0.028345,23398470,55.3,0.0553,10378,-0.032083566,Middle East & North Africa,28.6045,2.64
Algeria,1988,5.263,66.072,0.027214,24035237,51.2,0.0512,9888,-0.047215263,Middle East & North Africa,28.6045,2.64
Algeria,1989,5.014,66.479,0.026331,24668100,48.6,0.0486,10115,0.02295712,Middle East & North Africa,28.6045,2.64
Algeria,1990,4.761,66.796,0.025583,25299182,46.9,0.0469,10113,-0.000197726,Middle East & North Africa,28.6045,2.64
Algeria,1991,4.503,67.049,0.024956,25930560,45.8,0.0458,9748,-0.036092159,Middle East & North Africa,28.6045,2.64
Algeria,1992,4.238,67.265,0.024196,26557969,45,0.045,9693,-0.005642183,Middle East & North Africa,28.6045,2.64
Algeria,1993,3.971,67.468,0.023041,27169903,44.2,0.0442,9279,-0.042711235,Middle East & North Africa,28.6045,2.64
Algeria,1994,3.705,67.674,0.021391,27751086,43.5,0.0435,9006,-0.029421274,Middle East & North Africa,28.6045,2.64
Algeria,1995,3.449,67.893,0.019477,28291591,42.6,0.0426,9168,0.017988008,Middle East & North Africa,28.6045,2.64
Algeria,1996,3.207,68.123,0.017506,28786855,41.8,0.0418,9375,0.022578534,Middle East & North Africa,28.6045,2.64
Algeria,1997,2.987,68.35,0.015843,29242917,41.2,0.0412,9322,-0.005653333,Middle East & North Africa,28.6045,2.64
Algeria,1998,2.794,68.565,0.014731,29673694,40.7,0.0407,9646,0.03475649,Middle East & North Africa,28.6045,2.64
Algeria,1999,2.634,68.769,0.014333,30099010,40.2,0.0402,9810,0.017001866,Middle East & North Africa,28.6045,2.64
Algeria,2000,2.514,68.963,0.014446,30533827,39.7,0.0397,9885,0.00764526,Middle East & North Africa,28.6045,2.64
Algeria,2001,2.439,69.149,0.014685,30982214,38.9,0.0389,10203,0.032169954,Middle East & North Africa,28.6045,2.64
Algeria,2002,2.407,69.33,0.014835,31441848,37.8,0.0378,10634,0.042242478,Middle East & North Africa,28.6045,2.64
Algeria,2003,2.412,69.508,0.015,31913462,36.5,0.0365,11251,0.058021441,Middle East & North Africa,28.6045,2.64
Algeria,2004,2.448,69.682,0.015122,32396048,35.1,0.0351,11575,0.02879744,Middle East & North Africa,28.6045,2.64
Algeria,2005,2.507,69.854,0.015199,32888449,33.6,0.0336,12077,0.04336933,Middle East & North Africa,28.6045,2.64
Algeria,2006,2.58,70.02,0.015309,33391954,32.1,0.0321,12088,0.000910822,Middle East & North Africa,28.6045,2.64
Algeria,2007,2.656,70.18,0.015412,33906605,30.7,0.0307,12289,0.016628061,Middle East & North Africa,28.6045,2.64
Algeria,2008,2.725,70.332,0.015378,34428028,29.5,0.0295,12314,0.00203434,Middle East & North Africa,28.6045,2.64
Algeria,2009,2.781,70.477,0.015166,34950168,28.4,0.0284,12285,-0.002355043,Middle East & North Africa,28.6045,2.64
Algeria,2010,2.817,70.615,0.014822,35468208,27.4,0.0274,12494,0.017012617,Middle East & North Africa,28.6045,2.64
Algeria,2011,2.829,70.747,0.014435,35980193,26.6,0.0266,12606,0.008964303,Middle East & North Africa,28.6045,2.64
Algeria,2012,2.82,70.874,0.014053,36485828,25.8,0.0258,12779,0.013723624,Middle East & North Africa,28.6045,2.64
Algeria,2013,2.795,71,0.013652,36983924,25.2,0.0252,12893,0.008920886,Middle East & North Africa,28.6045,2.64
Angola,1964,7.425,34.604,#NAME?,5337063,305.2,0.3052,4573,#NAME?,Sub-Saharan Africa,-12.836,17.808
Angola,1965,7.43,35.007,0.017626,5431135,297.55,0.29755,4840,0.05838618,Sub-Saharan Africa,-12.836,17.808
Angola,1966,7.422,35.41,0.017115,5524090,289.99,0.28999,5043,0.041942149,Sub-Saharan Africa,-12.836,17.808
Angola,1967,7.403,35.816,0.016863,5617242,282.4,0.2824,5253,0.04164188,Sub-Saharan Africa,-12.836,17.808
Angola,1968,7.375,36.222,0.017075,5713156,275.28,0.27528,5093,-0.030458785,Sub-Saharan Africa,-12.836,17.808
Angola,1969,7.339,36.627,0.017876,5815282,268.59,0.26859,5158,0.012762615,Sub-Saharan Africa,-12.836,17.808
Angola,1970,7.301,37.032,0.019096,5926333,262.29,0.26229,5397,0.046335789,Sub-Saharan Africa,-12.836,17.808
Angola,1971,7.264,37.439,0.020485,6047736,259.32,0.25932,5614,0.040207523,Sub-Saharan Africa,-12.836,17.808
Angola,1972,7.232,37.846,0.021818,6179685,256.39,0.25639,5511,-0.01834699,Sub-Saharan Africa,-12.836,17.808
Angola,1973,7.208,38.247,0.023061,6322194,253.49,0.25349,5831,0.058065687,Sub-Saharan Africa,-12.836,17.808
Angola,1974,7.192,38.635,0.024138,6474796,250.63,0.25063,5880,0.008403361,Sub-Saharan Africa,-12.836,17.808
Angola,1975,7.185,38.998,0.025116,6637419,247.79,0.24779,5454,-0.07244898,Sub-Saharan Africa,-12.836,17.808
Angola,1976,7.186,39.324,0.025828,6808850,244.99,0.24499,5044,-0.075174184,Sub-Saharan Africa,-12.836,17.808
Angola,1977,7.189,39.605,0.026603,6989988,242.22,0.24222,4956,-0.017446471,Sub-Saharan Africa,-12.836,17.808
Angola,1978,7.194,39.84,0.027926,7185188,239.48,0.23948,4572,-0.07748184,Sub-Saharan Africa,-12.836,17.808
Angola,1979,7.197,40.029,0.029929,7400231,236.78,0.23678,4458,-0.024934383,Sub-Saharan Africa,-12.836,17.808
Angola,1980,7.2,40.182,0.032187,7638420,234.1,0.2341,4443,-0.003364738,Sub-Saharan Africa,-12.836,17.808
Angola,1981,7.201,40.311,0.034686,7903368,232.8,0.2328,4110,-0.074949359,Sub-Saharan Africa,-12.836,17.808
Angola,1982,7.203,40.429,0.036492,8191774,231.5,0.2315,3970,-0.03406326,Sub-Saharan Africa,-12.836,17.808
Angola,1983,7.205,40.547,0.036611,8491682,230.2,0.2302,3996,0.006549118,Sub-Saharan Africa,-12.836,17.808
Angola,1984,7.207,40.671,0.034736,8786652,229.1,0.2291,4099,0.025775776,Sub-Saharan Africa,-12.836,17.808
Angola,1985,7.208,40.794,0.031742,9065562,228.3,0.2283,4117,0.004391315,Sub-Saharan Africa,-12.836,17.808
Angola,1986,7.206,40.902,0.028348,9322550,227.5,0.2275,4135,0.004372116,Sub-Saharan Africa,-12.836,17.808
Angola,1987,7.202,40.988,0.02577,9562796,226.9,0.2269,4319,0.044498186,Sub-Saharan Africa,-12.836,17.808
Angola,1988,7.194,41.05,0.024771,9799680,226.5,0.2265,4455,0.031488771,Sub-Saharan Africa,-12.836,17.808
Angola,1989,7.182,41.1,0.025806,10052567,226.2,0.2262,4365,-0.02020202,Sub-Saharan Africa,-12.836,17.808
Angola,1990,7.165,41.151,0.028101,10335052,226,0.226,4232,-0.030469645,Sub-Saharan Africa,-12.836,17.808
Angola,1991,7.143,41.221,0.030814,10653515,225.9,0.2259,4056,-0.041587902,Sub-Saharan Africa,-12.836,17.808
Angola,1992,7.116,41.329,0.032796,11002910,226,0.226,3656,-0.098619329,Sub-Saharan Africa,-12.836,17.808
Angola,1993,7.087,41.495,0.033522,11371750,225.8,0.2258,2663,-0.271608315,Sub-Saharan Africa,-12.836,17.808
Angola,1994,7.054,41.736,0.032643,11742960,225.5,0.2255,2669,0.002253098,Sub-Saharan Africa,-12.836,17.808
Angola,1995,7.019,42.073,0.030839,12105105,224.8,0.2248,2859,0.071187711,Sub-Saharan Africa,-12.836,17.808
Angola,1996,6.984,42.526,0.028717,12452725,224,0.224,3091,0.081147254,Sub-Saharan Africa,-12.836,17.808
Angola,1997,6.949,43.088,0.027264,12792237,222.6,0.2226,3246,0.050145584,Sub-Saharan Africa,-12.836,17.808
Angola,1998,6.913,43.742,0.02705,13138265,220.8,0.2208,3376,0.040049291,Sub-Saharan Africa,-12.836,17.808
Angola,1999,6.878,44.468,0.028414,13511575,218.9,0.2189,3389,0.003850711,Sub-Saharan Africa,-12.836,17.808
Angola,2000,6.844,45.234,0.030699,13926373,216.7,0.2167,3387,-0.000590145,Sub-Saharan Africa,-12.836,17.808
Angola,2001,6.811,46.004,0.033165,14388244,214.1,0.2141,3417,0.008857396,Sub-Saharan Africa,-12.836,17.808
Angola,2002,6.778,46.743,0.034906,14890474,211.7,0.2117,3759,0.100087796,Sub-Saharan Africa,-12.836,17.808
Angola,2003,6.743,47.425,0.035558,15419943,209.2,0.2092,3819,0.015961692,Sub-Saharan Africa,-12.836,17.808
Angola,2004,6.704,48.036,0.034859,15957460,206.7,0.2067,4087,0.070175439,Sub-Saharan Africa,-12.836,17.808
Angola,2005,6.657,48.572,0.033311,16489021,203.9,0.2039,4667,0.141913384,Sub-Saharan Africa,-12.836,17.808
Angola,2006,6.598,49.041,0.031618,17010366,200.5,0.2005,5445,0.166702378,Sub-Saharan Africa,-12.836,17.808
Angola,2007,6.523,49.471,0.030276,17525367,196.4,0.1964,6453,0.185123967,Sub-Saharan Africa,-12.836,17.808
Angola,2008,6.434,49.882,0.029249,18037964,192,0.192,7103,0.100728343,Sub-Saharan Africa,-12.836,17.808
Angola,2009,6.331,50.286,0.02867,18555115,187.3,0.1873,7039,-0.009010277,Sub-Saharan Africa,-12.836,17.808
Angola,2010,6.218,50.689,0.028391,19081912,182.5,0.1825,7047,0.001136525,Sub-Saharan Africa,-12.836,17.808
Angola,2011,6.099,51.094,0.028117,19618432,177.3,0.1773,7094,0.006669505,Sub-Saharan Africa,-12.836,17.808
Angola,2012,5.979,51.498,0.027733,20162517,172.2,0.1722,7230,0.019171131,Sub-Saharan Africa,-12.836,17.808
Angola,2013,5.863,51.899,0.027376,20714494,167.1,0.1671,7488,0.035684647,Sub-Saharan Africa,-12.836,17.808
Antigua and Barbuda,1964,4.25,63.775,#NAME?,58653,72.78,0.07278,5008,#NAME?,America,17.625,-61.786
Antigua and Barbuda,1965,4.193,64.149,0.020306,59844,69.91,0.06991,5133,0.024960064,America,17.625,-61.786
Antigua and Barbuda,1966,4.125,64.511,0.019852,61032,66.69,0.06669,5262,0.025131502,America,17.625,-61.786
Antigua and Barbuda,1967,4.042,64.865,0.019564,62226,63.53,0.06353,5393,0.024895477,America,17.625,-61.786
Antigua and Barbuda,1968,3.942,65.213,0.018883,63401,60.97,0.06097,5528,0.025032449,America,17.625,-61.786
Antigua and Barbuda,1969,3.824,65.558,0.017776,64528,58.16,0.05816,5666,0.024963821,America,17.625,-61.786
Antigua and Barbuda,1970,3.684,65.898,0.016411,65587,55.87,0.05587,5807,0.024885281,America,17.625,-61.786
Antigua and Barbuda,1971,3.517,66.232,0.014744,66554,53.73,0.05373,6088,0.048389874,America,17.625,-61.786
Antigua and Barbuda,1972,3.328,66.558,0.012997,67419,51.35,0.05135,6378,0.047634691,America,17.625,-61.786
Antigua and Barbuda,1973,3.122,66.875,0.011317,68182,49.44,0.04944,6770,0.061461273,America,17.625,-61.786
Antigua and Barbuda,1974,2.908,67.181,0.009768,68848,47.58,0.04758,6888,0.017429838,America,17.625,-61.786
Antigua and Barbuda,1975,2.701,67.479,0.008308,69420,45.77,0.04577,6458,-0.06242741,America,17.625,-61.786
Antigua and Barbuda,1976,2.514,67.768,0.007058,69910,43.98,0.04398,5885,-0.08872716,America,17.625,-61.786
Antigua and Barbuda,1977,2.358,68.051,0.005593,70301,42.22,0.04222,6371,0.082582838,America,17.625,-61.786
Antigua and Barbuda,1978,2.239,68.328,0.0033,70533,40.83,0.04083,6691,0.050227594,America,17.625,-61.786
Antigua and Barbuda,1979,2.159,68.602,-0.000113,70525,39.16,0.03916,7536,0.126289045,America,17.625,-61.786
Antigua and Barbuda,1980,2.115,68.873,-0.004211,70228,37.53,0.03753,8169,0.083996815,America,17.625,-61.786
Antigua and Barbuda,1981,2.098,69.141,-0.008387,69639,36.01,0.03601,8689,0.063655282,America,17.625,-61.786
Antigua and Barbuda,1982,2.096,69.408,-0.012005,68803,34.55,0.03455,8827,0.01588215,America,17.625,-61.786
Antigua and Barbuda,1983,2.098,69.671,-0.014694,67792,33.16,0.03316,9540,0.080774895,America,17.625,-61.786
Antigua and Barbuda,1984,2.098,69.931,-0.016093,66701,31.83,0.03183,10388,0.088888889,America,17.625,-61.786
Antigua and Barbuda,1985,2.092,70.186,-0.016297,65614,30.54,0.03054,11383,0.095783596,America,17.625,-61.786
Antigua and Barbuda,1986,2.082,70.435,-0.016384,64539,29.32,0.02932,12600,0.106913819,America,17.625,-61.786
Antigua and Barbuda,1987,2.07,70.675,-0.015944,63510,28.14,0.02814,14027,0.113253968,America,17.625,-61.786
Antigua and Barbuda,1988,2.062,70.907,-0.013242,62669,27.01,0.02701,15441,0.100805589,America,17.625,-61.786
Antigua and Barbuda,1989,2.058,71.132,-0.007611,62192,25.93,0.02593,16611,0.075772295,America,17.625,-61.786
Antigua and Barbuda,1990,2.061,71.351,0.000161,62202,25.5,0.0255,17154,0.032689182,America,17.625,-61.786
Antigua and Barbuda,1991,2.073,71.568,0.008874,62754,24.2,0.0242,17361,0.012067156,America,17.625,-61.786
